,Unnamed: 0,name,id_x,album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id_y,uri,track_href,analysis_url,duration_ms,time_signature
108,108,I Can See You (Taylor’s Version) (From The Vault),5kHMfzgLZP95O9NBy0ku4v,Speak Now (Taylor's Version),0.695,0.768,6,-4.883,1,0.0344,0.0577,0.0,0.0426,0.813,123.054,audio_features,5kHMfzgLZP95O9NBy0ku4v,spotify:track:5kHMfzgLZP95O9NBy0ku4v,https://api.spotify.com/v1/tracks/5kHMfzgLZP95O9NBy0ku4v,https://api.spotify.com/v1/audio-analysis/5kHMfzgLZP95O9NBy0ku4v,273186,4
109,109,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),4ABYxlb92WBIjHu7TIKmml,Speak Now (Taylor's Version),0.578,0.565,7,-8.064,1,0.0441,0.342,0.0,0.0662,0.351,147.781,audio_features,4ABYxlb92WBIjHu7TIKmml,spotify:track:4ABYxlb92WBIjHu7TIKmml,https://api.spotify.com/v1/tracks/4ABYxlb92WBIjHu7TIKmml,https://api.spotify.com/v1/audio-analysis/4ABYxlb92WBIjHu7TIKmml,306062,4
110,110,Foolish One (Taylor’s Version) (From The Vault),4s8BIKx4Zh6ryAEz8RTlaU,Speak Now (Taylor's Version),0.672,0.613,7,-4.709,1,0.0298,0.599,0.0,0.112,0.557,97.041,audio_features,4s8BIKx4Zh6ryAEz8RTlaU,spotify:track:4s8BIKx4Zh6ryAEz8RTlaU,https://api.spotify.com/v1/tracks/4s8BIKx4Zh6ryAEz8RTlaU,https://api.spotify.com/v1/audio-analysis/4s8BIKx4Zh6ryAEz8RTlaU,311765,4
111,111,Timeless (Taylor’s Version) (From The Vault),1HCdems7PQZRj42QDWLA0A,Speak Now (Taylor's Version),0.629,0.578,3,-5.806,1,0.0319,0.332,0.0,0.0868,0.651,142.887,audio_features,1HCdems7PQZRj42QDWLA0A,spotify:track:1HCdems7PQZRj42QDWLA0A,https://api.spotify.com/v1/tracks/1HCdems7PQZRj42QDWLA0A,https://api.spotify.com/v1/audio-analysis/1HCdems7PQZRj42QDWLA0A,321397,4
112,112,Lavender Haze,24emu3sabKISjRkrys28jq,Midnights (The Til Dawn Edition),0.735,0.449,7,-10.56,0,0.0883,0.23,0.00126,0.132,0.0955,97.05,audio_features,24emu3sabKISjRkrys28jq,spotify:track:24emu3sabKISjRkrys28jq,https://api.spotify.com/v1/tracks/24emu3sabKISjRkrys28jq,https://api.spotify.com/v1/audio-analysis/24emu3sabKISjRkrys28jq,202396,4
113,113,Maroon,6qxvy9Pe4RJIq5JBVbbwbS,Midnights (The Til Dawn Edition),0.655,0.384,7,-8.29,1,0.0349,0.0634,1.45e-06,0.0973,0.0384,108.058,audio_features,6qxvy9Pe4RJIq5JBVbbwbS,spotify:track:6qxvy9Pe4RJIq5JBVbbwbS,https://api.spotify.com/v1/tracks/6qxvy9Pe4RJIq5JBVbbwbS,https://api.spotify.com/v1/audio-analysis/6qxvy9Pe4RJIq5JBVbbwbS,218271,4
114,114,Anti-Hero,5qIHFdkW6phMsTZlN2g8Lc,Midnights (The Til Dawn Edition),0.633,0.648,4,-6.645,1,0.062,0.121,2.62e-06,0.161,0.49,96.888,audio_features,5qIHFdkW6phMsTZlN2g8Lc,spotify:track:5qIHFdkW6phMsTZlN2g8Lc,https://api.spotify.com/v1/tracks/5qIHFdkW6phMsTZlN2g8Lc,https://api.spotify.com/v1/audio-analysis/5qIHFdkW6phMsTZlN2g8Lc,200690,4
115,115,Snow On The Beach (feat. Lana Del Rey),7GA86Uo2jYbj8vIXe2nyWd,Midnights (The Til Dawn Edition),0.663,0.321,9,-13.527,1,0.0409,0.701,0.000598,0.107,0.153,110.021,audio_features,7GA86Uo2jYbj8vIXe2nyWd,spotify:track:7GA86Uo2jYbj8vIXe2nyWd,https://api.spotify.com/v1/tracks/7GA86Uo2jYbj8vIXe2nyWd,https://api.spotify.com/v1/audio-analysis/7GA86Uo2jYbj8vIXe2nyWd,256124,4
116,116,"You're On Your Own, Kid",6PQOU00xWNrGwCZzboriXy,Midnights (The Til Dawn Edition),0.696,0.39,2,-10.331,1,0.0616,0.447,1.55e-05,0.125,0.395,120.032,audio_features,6PQOU00xWNrGwCZzboriXy,spotify:track:6PQOU00xWNrGwCZzboriXy,https://api.spotify.com/v1/tracks/6PQOU00xWNrGwCZzboriXy,https://api.spotify.com/v1/audio-analysis/6PQOU00xWNrGwCZzboriXy,194207,4
117,117,Midnight Rain,4eKMqf9ZMSclDX7V9Ptg7x,Midnights (The Til Dawn Edition),0.604,0.375,0,-11.637,1,0.0633,0.71,5.87e-05,0.116,0.203,137.651,audio_features,4eKMqf9ZMSclDX7V9Ptg7x,spotify:track:4eKMqf9ZMSclDX7V9Ptg7x,https://api.spotify.com/v1/tracks/4eKMqf9ZMSclDX7V9Ptg7x,https://api.spotify.com/v1/audio-analysis/4eKMqf9ZMSclDX7V9Ptg7x,174783,4
118,118,Question...?,7oomkQSYf1ia2VnVEWfFIU,Midnights (The Til Dawn Edition),0.654,0.51,7,-8.767,1,0.242,0.206,0.0,0.249,0.105,108.874,audio_features,7oomkQSYf1ia2VnVEWfFIU,spotify:track:7oomkQSYf1ia2VnVEWfFIU,https://api.spotify.com/v1/tracks/7oomkQSYf1ia2VnVEWfFIU,https://api.spotify.com/v1/audio-analysis/7oomkQSYf1ia2VnVEWfFIU,210557,4
119,119,Vigilante Shit,0GKDhq6ZbmSbRHd3eyGlB7,Midnights (The Til Dawn Edition),0.872,0.267,4,-10.764,0,0.387,0.166,2.18e-05,0.123,0.168,79.964,audio_features,0GKDhq6ZbmSbRHd3eyGlB7,spotify:track:0GKDhq6ZbmSbRHd3eyGlB7,https://api.spotify.com/v1/tracks/0GKDhq6ZbmSbRHd3eyGlB7,https://api.spotify.com/v1/audio-analysis/0GKDhq6ZbmSbRHd3eyGlB7,164801,4
120,120,Bejeweled,0VpF6RLdCfPIeYRwMu4tZK,Midnights (The Til Dawn Edition),0.687,0.551,7,-9.202,1,0.0787,0.0593,0.000143,0.09,0.443,163.994,audio_features,0VpF6RLdCfPIeYRwMu4tZK,spotify:track:0VpF6RLdCfPIeYRwMu4tZK,https://api.spotify.com/v1/tracks/0VpF6RLdCfPIeYRwMu4tZK,https://api.spotify.com/v1/audio-analysis/0VpF6RLdCfPIeYRwMu4tZK,194166,4
121,121,Labyrinth,4bBDkw2KBMX0tcgAaXC83Q,Midnights (The Til Dawn Edition),0.48,0.295,0,-15.512,1,0.0384,0.797,0.333,0.12,0.132,110.018,audio_features,4bBDkw2KBMX0tcgAaXC83Q,spotify:track:4bBDkw2KBMX0tcgAaXC83Q,https://api.spotify.com/v1/tracks/4bBDkw2KBMX0tcgAaXC83Q,https://api.spotify.com/v1/audio-analysis/4bBDkw2KBMX0tcgAaXC83Q,247962,4
122,122,Karma,45R112Jz5hQeKgITXgSXzs,Midnights (The Til Dawn Edition),0.64,0.619,8,-7.108,1,0.065,0.062,0.0,0.475,0.121,90.008,audio_features,45R112Jz5hQeKgITXgSXzs,spotify:track:45R112Jz5hQeKgITXgSXzs,https://api.spotify.com/v1/tracks/45R112Jz5hQeKgITXgSXzs,https://api.spotify.com/v1/audio-analysis/45R112Jz5hQeKgITXgSXzs,204852,4
123,123,Sweet Nothing,2L09RYwH5Pjzca6PmbUAw3,Midnights (The Til Dawn Edition),0.336,0.161,0,-14.973,1,0.0456,0.968,0.00011,0.115,0.407,176.48,audio_features,2L09RYwH5Pjzca6PmbUAw3,spotify:track:2L09RYwH5Pjzca6PmbUAw3,https://api.spotify.com/v1/tracks/2L09RYwH5Pjzca6PmbUAw3,https://api.spotify.com/v1/audio-analysis/2L09RYwH5Pjzca6PmbUAw3,188497,4
124,124,Mastermind,1QQii3pa5m8MEda0nbkjfw,Midnights (The Til Dawn Edition),0.66,0.343,4,-14.132,1,0.14,0.565,0.00134,0.0922,0.137,125.96,audio_features,1QQii3pa5m8MEda0nbkjfw,spotify:track:1QQii3pa5m8MEda0nbkjfw,https://api.spotify.com/v1/tracks/1QQii3pa5m8MEda0nbkjfw,https://api.spotify.com/v1/audio-analysis/1QQii3pa5m8MEda0nbkjfw,191039,4
125,125,The Great War,2VuqMjgoKaOHNM8HpxtXKx,Midnights (The Til Dawn Edition),0.57,0.747,5,-8.93,1,0.0342,0.199,2.32e-05,0.0854,0.574,96.016,audio_features,2VuqMjgoKaOHNM8HpxtXKx,spotify:track:2VuqMjgoKaOHNM8HpxtXKx,https://api.spotify.com/v1/tracks/2VuqMjgoKaOHNM8HpxtXKx,https://api.spotify.com/v1/audio-analysis/2VuqMjgoKaOHNM8HpxtXKx,240356,4
126,126,Bigger Than The Whole Sky,71CBDRKmF2VeRKYMG1DFBh,Midnights (The Til Dawn Edition),0.42,0.22,6,-12.584,1,0.0472,0.841,0.00131,0.114,0.0705,165.564,audio_features,71CBDRKmF2VeRKYMG1DFBh,spotify:track:71CBDRKmF2VeRKYMG1DFBh,https://api.spotify.com/v1/tracks/71CBDRKmF2VeRKYMG1DFBh,https://api.spotify.com/v1/audio-analysis/71CBDRKmF2VeRKYMG1DFBh,218503,4
127,127,Paris,5tWxKWq1DSP1s9WQ5PWuqu,Midnights (The Til Dawn Edition),0.703,0.518,7,-10.501,1,0.085,0.103,2.89e-05,0.148,0.347,110.94,audio_features,5tWxKWq1DSP1s9WQ5PWuqu,spotify:track:5tWxKWq1DSP1s9WQ5PWuqu,https://api.spotify.com/v1/tracks/5tWxKWq1DSP1s9WQ5PWuqu,https://api.spotify.com/v1/audio-analysis/5tWxKWq1DSP1s9WQ5PWuqu,196259,4
128,128,High Infidelity,1SztNGCwEHJEVFx90E5g7D,Midnights (The Til Dawn Edition),0.571,0.547,10,-10.141,1,0.101,0.704,0.0,0.0877,0.768,175.933,audio_features,1SztNGCwEHJEVFx90E5g7D,spotify:track:1SztNGCwEHJEVFx90E5g7D,https://api.spotify.com/v1/tracks/1SztNGCwEHJEVFx90E5g7D,https://api.spotify.com/v1/audio-analysis/1SztNGCwEHJEVFx90E5g7D,231475,4
129,129,Glitch,7C0w28EsX0Um2FrZs9gso2,Midnights (The Til Dawn Edition),0.677,0.47,11,-9.65,0,0.259,0.314,0.0,0.11,0.347,140.881,audio_features,7C0w28EsX0Um2FrZs9gso2,spotify:track:7C0w28EsX0Um2FrZs9gso2,https://api.spotify.com/v1/tracks/7C0w28EsX0Um2FrZs9gso2,https://api.spotify.com/v1/audio-analysis/7C0w28EsX0Um2FrZs9gso2,148781,4
130,130,"Would've, Could've, Should've",4txojlesMFQZGWxwz2EeqB,Midnights (The Til Dawn Edition),0.485,0.846,0,-6.557,1,0.117,0.393,0.00115,0.124,0.548,157.918,audio_features,4txojlesMFQZGWxwz2EeqB,spotify:track:4txojlesMFQZGWxwz2EeqB,https://api.spotify.com/v1/tracks/4txojlesMFQZGWxwz2EeqB,https://api.spotify.com/v1/audio-analysis/4txojlesMFQZGWxwz2EeqB,260362,4
131,131,Dear Reader,10GRRCR5fctuOF4GFmATJI,Midnights (The Til Dawn Edition),0.674,0.39,0,-11.944,1,0.0483,0.464,0.00122,0.116,0.151,107.891,audio_features,10GRRCR5fctuOF4GFmATJI,spotify:track:10GRRCR5fctuOF4GFmATJI,https://api.spotify.com/v1/tracks/10GRRCR5fctuOF4GFmATJI,https://api.spotify.com/v1/audio-analysis/10GRRCR5fctuOF4GFmATJI,225194,4
132,132,Hits Different,3xYJScVfxByb61dYHTwiby,Midnights (The Til Dawn Edition),0.666,0.786,5,-6.556,1,0.0439,0.134,3.34e-06,0.265,0.261,106.02,audio_features,3xYJScVfxByb61dYHTwiby,spotify:track:3xYJScVfxByb61dYHTwiby,https://api.spotify.com/v1/tracks/3xYJScVfxByb61dYHTwiby,https://api.spotify.com/v1/audio-analysis/3xYJScVfxByb61dYHTwiby,234467,4
133,133,Snow On The Beach (feat. More Lana Del Rey),4zmKGsrXjLmljb5fTaBTot,Midnights (The Til Dawn Edition),0.664,0.399,6,-10.997,0,0.0349,0.797,3.13e-06,0.105,0.265,109.937,audio_features,4zmKGsrXjLmljb5fTaBTot,spotify:track:4zmKGsrXjLmljb5fTaBTot,https://api.spotify.com/v1/tracks/4zmKGsrXjLmljb5fTaBTot,https://api.spotify.com/v1/audio-analysis/4zmKGsrXjLmljb5fTaBTot,229943,4
134,134,Karma (feat. Ice Spice),4i6cwNY6oIUU2XZxPIw82Y,Midnights (The Til Dawn Edition),0.615,0.626,8,-6.548,1,0.0778,0.0574,0.0,0.596,0.0705,89.984,audio_features,4i6cwNY6oIUU2XZxPIw82Y,spotify:track:4i6cwNY6oIUU2XZxPIw82Y,https://api.spotify.com/v1/tracks/4i6cwNY6oIUU2XZxPIw82Y,https://api.spotify.com/v1/audio-analysis/4i6cwNY6oIUU2XZxPIw82Y,201493,4
135,135,Lavender Haze,4g2c7NoTWAOSYDy44l9nub,Midnights (3am Edition),0.735,0.449,7,-10.56,0,0.0883,0.23,0.00126,0.132,0.0955,97.05,audio_features,4g2c7NoTWAOSYDy44l9nub,spotify:track:4g2c7NoTWAOSYDy44l9nub,https://api.spotify.com/v1/tracks/4g2c7NoTWAOSYDy44l9nub,https://api.spotify.com/v1/audio-analysis/4g2c7NoTWAOSYDy44l9nub,202396,4
136,136,Maroon,199E1RRrVmVTQqBXih5qRC,Midnights (3am Edition),0.655,0.384,7,-8.29,1,0.0349,0.0634,1.45e-06,0.0973,0.0384,108.058,audio_features,199E1RRrVmVTQqBXih5qRC,spotify:track:199E1RRrVmVTQqBXih5qRC,https://api.spotify.com/v1/tracks/199E1RRrVmVTQqBXih5qRC,https://api.spotify.com/v1/audio-analysis/199E1RRrVmVTQqBXih5qRC,218271,4
137,137,Anti-Hero,02Zkkf2zMkwRGQjZ7T4p8f,Midnights (3am Edition),0.633,0.648,4,-6.645,1,0.062,0.121,2.62e-06,0.161,0.49,96.888,audio_features,02Zkkf2zMkwRGQjZ7T4p8f,spotify:track:02Zkkf2zMkwRGQjZ7T4p8f,https://api.spotify.com/v1/tracks/02Zkkf2zMkwRGQjZ7T4p8f,https://api.spotify.com/v1/audio-analysis/02Zkkf2zMkwRGQjZ7T4p8f,200690,4
138,138,Snow On The Beach (feat. Lana Del Rey),6ADDIJxxqzM9LMpm78yzQG,Midnights (3am Edition),0.663,0.321,9,-13.527,1,0.0409,0.701,0.000598,0.107,0.153,110.021,audio_features,6ADDIJxxqzM9LMpm78yzQG,spotify:track:6ADDIJxxqzM9LMpm78yzQG,https://api.spotify.com/v1/tracks/6ADDIJxxqzM9LMpm78yzQG,https://api.spotify.com/v1/audio-analysis/6ADDIJxxqzM9LMpm78yzQG,256124,4
139,139,"You're On Your Own, Kid",7gVWKBcfIW93YxNBi3ApIE,Midnights (3am Edition),0.696,0.39,2,-10.331,1,0.0616,0.447,1.55e-05,0.125,0.395,120.032,audio_features,7gVWKBcfIW93YxNBi3ApIE,spotify:track:7gVWKBcfIW93YxNBi3ApIE,https://api.spotify.com/v1/tracks/7gVWKBcfIW93YxNBi3ApIE,https://api.spotify.com/v1/audio-analysis/7gVWKBcfIW93YxNBi3ApIE,194207,4
140,140,Midnight Rain,6Nl7KyvjkFncGsjB49SxLl,Midnights (3am Edition),0.604,0.375,0,-11.637,1,0.0633,0.71,5.87e-05,0.116,0.203,137.651,audio_features,6Nl7KyvjkFncGsjB49SxLl,spotify:track:6Nl7KyvjkFncGsjB49SxLl,https://api.spotify.com/v1/tracks/6Nl7KyvjkFncGsjB49SxLl,https://api.spotify.com/v1/audio-analysis/6Nl7KyvjkFncGsjB49SxLl,174783,4
141,141,Question...?,6C7OF1Jal7YkyjzyUG8vkK,Midnights (3am Edition),0.654,0.51,7,-8.767,1,0.242,0.206,0.0,0.249,0.105,108.874,audio_features,6C7OF1Jal7YkyjzyUG8vkK,spotify:track:6C7OF1Jal7YkyjzyUG8vkK,https://api.spotify.com/v1/tracks/6C7OF1Jal7YkyjzyUG8vkK,https://api.spotify.com/v1/audio-analysis/6C7OF1Jal7YkyjzyUG8vkK,210557,4
142,142,Vigilante Shit,5yeuXkukVGuix3vmLu2BPJ,Midnights (3am Edition),0.872,0.267,4,-10.764,0,0.387,0.166,2.18e-05,0.123,0.168,79.964,audio_features,5yeuXkukVGuix3vmLu2BPJ,spotify:track:5yeuXkukVGuix3vmLu2BPJ,https://api.spotify.com/v1/tracks/5yeuXkukVGuix3vmLu2BPJ,https://api.spotify.com/v1/audio-analysis/5yeuXkukVGuix3vmLu2BPJ,164801,4
143,143,Bejeweled,0jvo9CjnbR0lYUDTSNTMiu,Midnights (3am Edition),0.687,0.551,7,-9.202,1,0.0787,0.0593,0.000143,0.09,0.443,163.994,audio_features,0jvo9CjnbR0lYUDTSNTMiu,spotify:track:0jvo9CjnbR0lYUDTSNTMiu,https://api.spotify.com/v1/tracks/0jvo9CjnbR0lYUDTSNTMiu,https://api.spotify.com/v1/audio-analysis/0jvo9CjnbR0lYUDTSNTMiu,194166,4
144,144,Labyrinth,43q586vP8gGkYypKoSddhl,Midnights (3am Edition),0.48,0.295,0,-15.512,1,0.0384,0.797,0.333,0.12,0.132,110.018,audio_features,43q586vP8gGkYypKoSddhl,spotify:track:43q586vP8gGkYypKoSddhl,https://api.spotify.com/v1/tracks/43q586vP8gGkYypKoSddhl,https://api.spotify.com/v1/audio-analysis/43q586vP8gGkYypKoSddhl,247962,4
145,145,Karma,5oqDgw5VGBln5dSIOPWyBq,Midnights (3am Edition),0.64,0.619,8,-7.108,1,0.065,0.062,0.0,0.475,0.121,90.008,audio_features,5oqDgw5VGBln5dSIOPWyBq,spotify:track:5oqDgw5VGBln5dSIOPWyBq,https://api.spotify.com/v1/tracks/5oqDgw5VGBln5dSIOPWyBq,https://api.spotify.com/v1/audio-analysis/5oqDgw5VGBln5dSIOPWyBq,204852,4
146,146,Sweet Nothing,3zmwONxswBAzGwExPugSLN,Midnights (3am Edition),0.336,0.161,0,-14.973,1,0.0456,0.968,0.00011,0.115,0.407,176.48,audio_features,3zmwONxswBAzGwExPugSLN,spotify:track:3zmwONxswBAzGwExPugSLN,https://api.spotify.com/v1/tracks/3zmwONxswBAzGwExPugSLN,https://api.spotify.com/v1/audio-analysis/3zmwONxswBAzGwExPugSLN,188497,4
147,147,Mastermind,56hioFjQ0DXrdn04hZcFgG,Midnights (3am Edition),0.66,0.343,4,-14.132,1,0.14,0.565,0.00134,0.0922,0.137,125.96,audio_features,56hioFjQ0DXrdn04hZcFgG,spotify:track:56hioFjQ0DXrdn04hZcFgG,https://api.spotify.com/v1/tracks/56hioFjQ0DXrdn04hZcFgG,https://api.spotify.com/v1/audio-analysis/56hioFjQ0DXrdn04hZcFgG,191039,4
148,148,The Great War,3UMrglJeju5yWyYIW6o99b,Midnights (3am Edition),0.57,0.747,5,-8.93,1,0.0342,0.199,2.32e-05,0.0854,0.574,96.016,audio_features,3UMrglJeju5yWyYIW6o99b,spotify:track:3UMrglJeju5yWyYIW6o99b,https://api.spotify.com/v1/tracks/3UMrglJeju5yWyYIW6o99b,https://api.spotify.com/v1/audio-analysis/3UMrglJeju5yWyYIW6o99b,240356,4
149,149,Bigger Than The Whole Sky,0BiqmkasE5FdrChwKfVp8X,Midnights (3am Edition),0.42,0.22,6,-12.584,1,0.0472,0.841,0.00131,0.114,0.0705,165.564,audio_features,0BiqmkasE5FdrChwKfVp8X,spotify:track:0BiqmkasE5FdrChwKfVp8X,https://api.spotify.com/v1/tracks/0BiqmkasE5FdrChwKfVp8X,https://api.spotify.com/v1/audio-analysis/0BiqmkasE5FdrChwKfVp8X,218503,4
150,150,Paris,7712gjoih4QoDbXpljEk21,Midnights (3am Edition),0.703,0.518,7,-10.501,1,0.085,0.103,2.89e-05,0.148,0.347,110.94,audio_features,7712gjoih4QoDbXpljEk21,spotify:track:7712gjoih4QoDbXpljEk21,https://api.spotify.com/v1/tracks/7712gjoih4QoDbXpljEk21,https://api.spotify.com/v1/audio-analysis/7712gjoih4QoDbXpljEk21,196259,4
151,151,High Infidelity,5kiZGSxgqPdv6rbqL9THdd,Midnights (3am Edition),0.571,0.547,10,-10.141,1,0.101,0.704,0.0,0.0877,0.768,175.933,audio_features,5kiZGSxgqPdv6rbqL9THdd,spotify:track:5kiZGSxgqPdv6rbqL9THdd,https://api.spotify.com/v1/tracks/5kiZGSxgqPdv6rbqL9THdd,https://api.spotify.com/v1/audio-analysis/5kiZGSxgqPdv6rbqL9THdd,231475,4
152,152,Glitch,6wAFvJPpTZVirBKGZ4EnMW,Midnights (3am Edition),0.677,0.47,11,-9.65,0,0.259,0.314,0.0,0.11,0.347,140.881,audio_features,6wAFvJPpTZVirBKGZ4EnMW,spotify:track:6wAFvJPpTZVirBKGZ4EnMW,https://api.spotify.com/v1/tracks/6wAFvJPpTZVirBKGZ4EnMW,https://api.spotify.com/v1/audio-analysis/6wAFvJPpTZVirBKGZ4EnMW,148781,4
153,153,"Would've, Could've, Should've",0aV5uARAknQgYhBaK944FP,Midnights (3am Edition),0.485,0.846,0,-6.557,1,0.117,0.393,0.00115,0.124,0.548,157.918,audio_features,0aV5uARAknQgYhBaK944FP,spotify:track:0aV5uARAknQgYhBaK944FP,https://api.spotify.com/v1/tracks/0aV5uARAknQgYhBaK944FP,https://api.spotify.com/v1/audio-analysis/0aV5uARAknQgYhBaK944FP,260362,4
154,154,Dear Reader,3QF5RsWzK1lCvf2o2cY65P,Midnights (3am Edition),0.674,0.39,0,-11.944,1,0.0483,0.464,0.00122,0.116,0.151,107.891,audio_features,3QF5RsWzK1lCvf2o2cY65P,spotify:track:3QF5RsWzK1lCvf2o2cY65P,https://api.spotify.com/v1/tracks/3QF5RsWzK1lCvf2o2cY65P,https://api.spotify.com/v1/audio-analysis/3QF5RsWzK1lCvf2o2cY65P,225194,4
155,155,Lavender Haze,5jQI2r1RdgtuT8S3iG8zFC,Midnights,0.735,0.449,7,-10.56,0,0.0883,0.23,0.00126,0.132,0.0955,97.05,audio_features,5jQI2r1RdgtuT8S3iG8zFC,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,https://api.spotify.com/v1/tracks/5jQI2r1RdgtuT8S3iG8zFC,https://api.spotify.com/v1/audio-analysis/5jQI2r1RdgtuT8S3iG8zFC,202396,4
156,156,Maroon,3eX0NZfLtGzoLUxPNvRfqm,Midnights,0.655,0.384,7,-8.29,1,0.0349,0.0634,1.45e-06,0.0973,0.0384,108.058,audio_features,3eX0NZfLtGzoLUxPNvRfqm,spotify:track:3eX0NZfLtGzoLUxPNvRfqm,https://api.spotify.com/v1/tracks/3eX0NZfLtGzoLUxPNvRfqm,https://api.spotify.com/v1/audio-analysis/3eX0NZfLtGzoLUxPNvRfqm,218271,4
157,157,Anti-Hero,0V3wPSX9ygBnCm8psDIegu,Midnights,0.633,0.648,4,-6.645,1,0.062,0.121,2.62e-06,0.161,0.49,96.888,audio_features,0V3wPSX9ygBnCm8psDIegu,spotify:track:0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/audio-analysis/0V3wPSX9ygBnCm8psDIegu,200690,4
158,158,Snow On The Beach (feat. Lana Del Rey),1wtOxkiel43cVs0Yux5Q4h,Midnights,0.663,0.321,9,-13.527,1,0.0409,0.701,0.000598,0.107,0.153,110.021,audio_features,1wtOxkiel43cVs0Yux5Q4h,spotify:track:1wtOxkiel43cVs0Yux5Q4h,https://api.spotify.com/v1/tracks/1wtOxkiel43cVs0Yux5Q4h,https://api.spotify.com/v1/audio-analysis/1wtOxkiel43cVs0Yux5Q4h,256124,4
159,159,"You're On Your Own, Kid",4D7BCuvgdJlYvlX5WlN54t,Midnights,0.696,0.39,2,-10.331,1,0.0616,0.447,1.55e-05,0.125,0.395,120.032,audio_features,4D7BCuvgdJlYvlX5WlN54t,spotify:track:4D7BCuvgdJlYvlX5WlN54t,https://api.spotify.com/v1/tracks/4D7BCuvgdJlYvlX5WlN54t,https://api.spotify.com/v1/audio-analysis/4D7BCuvgdJlYvlX5WlN54t,194207,4
160,160,Midnight Rain,3rWDp9tBPQR9z6U5YyRSK4,Midnights,0.604,0.375,0,-11.637,1,0.0633,0.71,5.87e-05,0.116,0.203,137.651,audio_features,3rWDp9tBPQR9z6U5YyRSK4,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,https://api.spotify.com/v1/tracks/3rWDp9tBPQR9z6U5YyRSK4,https://api.spotify.com/v1/audio-analysis/3rWDp9tBPQR9z6U5YyRSK4,174783,4
161,161,Question...?,0heeNYlwOGuUSe7TgUD27B,Midnights,0.654,0.51,7,-8.767,1,0.242,0.206,0.0,0.249,0.105,108.874,audio_features,0heeNYlwOGuUSe7TgUD27B,spotify:track:0heeNYlwOGuUSe7TgUD27B,https://api.spotify.com/v1/tracks/0heeNYlwOGuUSe7TgUD27B,https://api.spotify.com/v1/audio-analysis/0heeNYlwOGuUSe7TgUD27B,210557,4
162,162,Vigilante Shit,1xwAWUI6Dj0WGC3KiUPN0O,Midnights,0.872,0.267,4,-10.764,0,0.387,0.166,2.18e-05,0.123,0.168,79.964,audio_features,1xwAWUI6Dj0WGC3KiUPN0O,spotify:track:1xwAWUI6Dj0WGC3KiUPN0O,https://api.spotify.com/v1/tracks/1xwAWUI6Dj0WGC3KiUPN0O,https://api.spotify.com/v1/audio-analysis/1xwAWUI6Dj0WGC3KiUPN0O,164801,4
163,163,Bejeweled,3qoftcUZaUOncvIYjFSPdE,Midnights,0.687,0.551,7,-9.202,1,0.0787,0.0593,0.000143,0.09,0.443,163.994,audio_features,3qoftcUZaUOncvIYjFSPdE,spotify:track:3qoftcUZaUOncvIYjFSPdE,https://api.spotify.com/v1/tracks/3qoftcUZaUOncvIYjFSPdE,https://api.spotify.com/v1/audio-analysis/3qoftcUZaUOncvIYjFSPdE,194166,4
164,164,Labyrinth,0A1JLUlkZkp2EFrosoNQi0,Midnights,0.48,0.295,0,-15.512,1,0.0384,0.797,0.333,0.12,0.132,110.018,audio_features,0A1JLUlkZkp2EFrosoNQi0,spotify:track:0A1JLUlkZkp2EFrosoNQi0,https://api.spotify.com/v1/tracks/0A1JLUlkZkp2EFrosoNQi0,https://api.spotify.com/v1/audio-analysis/0A1JLUlkZkp2EFrosoNQi0,247962,4
165,165,Karma,7KokYm8cMIXCsGVmUvKtqf,Midnights,0.64,0.619,8,-7.108,1,0.065,0.062,0.0,0.475,0.121,90.008,audio_features,7KokYm8cMIXCsGVmUvKtqf,spotify:track:7KokYm8cMIXCsGVmUvKtqf,https://api.spotify.com/v1/tracks/7KokYm8cMIXCsGVmUvKtqf,https://api.spotify.com/v1/audio-analysis/7KokYm8cMIXCsGVmUvKtqf,204852,4
166,166,Sweet Nothing,0wavGRldH0AWyu2zvTz8zb,Midnights,0.336,0.161,0,-14.973,1,0.0456,0.968,0.00011,0.115,0.407,176.48,audio_features,0wavGRldH0AWyu2zvTz8zb,spotify:track:0wavGRldH0AWyu2zvTz8zb,https://api.spotify.com/v1/tracks/0wavGRldH0AWyu2zvTz8zb,https://api.spotify.com/v1/audio-analysis/0wavGRldH0AWyu2zvTz8zb,188497,4
167,167,Mastermind,7FmYn9e7KHMXcxqGSj9LjH,Midnights,0.66,0.343,4,-14.132,1,0.14,0.565,0.00134,0.0922,0.137,125.96,audio_features,7FmYn9e7KHMXcxqGSj9LjH,spotify:track:7FmYn9e7KHMXcxqGSj9LjH,https://api.spotify.com/v1/tracks/7FmYn9e7KHMXcxqGSj9LjH,https://api.spotify.com/v1/audio-analysis/7FmYn9e7KHMXcxqGSj9LjH,191039,4
